id,collab_id,latitude,longitude,name,comment,open_time,close_time,ip_address
1,10001,35.67854167,139.4734153,府中晴見町,,,,
2,10001,34.06092056,132.9710572,今治阿方,,,,
3,10001,35.22827694,139.6978578,久里浜２丁目,,,,
4,10001,34.94175111,136.9220089,阿久比福住,,,,
5,10001,34.97232583,135.768225,師団街道深草,,,,
6,10001,36.999645,136.7780656,能登高浜,,,,
7,10001,35.38671361,136.7894558,岐南伏屋,,,,
8,10001,34.7041075,135.5781608,諸口,,,,
9,10001,35.50824889,139.5978067,小机,,,,
10,10001,35.36692806,139.6294586,富岡駅前,,,,
11,10001,34.53829444,135.5154217,堺新家町,,,,
12,10001,38.261975,140.9387517,仙台箱堤,,,,
13,10001,35.00386583,135.6016033,亀岡篠町,,,,
14,10001,35.24043,136.9187572,豊山豊場,,,,
15,10001,35.44101111,139.3458781,厚木温水,,,,
16,10001,35.01909278,138.4383656,清水鳥坂,,,,
17,10001,36.18486667,139.2931189,深谷上柴,,,,
18,10001,34.5344125,135.4707883,堺平岡町,,,,
19,10001,36.11968139,136.2508375,福井森田,,,,
20,10001,36.75550167,137.3466736,滑川上小泉,,,,
21,10001,34.81805556,137.4134833,豊川三谷原,,,,
22,10001,35.24233889,138.6096522,富士宮淀師,,,,
23,10001,38.62496917,140.379765,山形大石田,,,,
24,10001,35.51976611,139.6501439,横浜二ツ池,,,,
25,10001,34.79865889,135.78057,京田辺三山木,,,,
26,10001,40.6388575,140.549595,田舎館八反田,,,,
27,10001,35.10068611,136.1068961,近江八幡馬淵町,,,,
28,10001,34.80245861,138.2641897,大井川富士見橋,,,,
29,10001,38.28004861,140.9688586,仙台福室６丁目,,,,
30,10001,35.14397028,136.8889656,尾頭橋通,,,,
31,10001,36.66503167,138.2576817,長野小島,,,,
32,10001,35.31067611,136.7524308,一宮小信中島東,,,,
33,10001,35.61744194,139.7125797,品川荏原二丁目,,,,
34,10001,34.77067417,137.8472828,磐田大久保,,,,
35,10001,34.93485583,137.1573072,岡崎江口二丁目,,,,
36,10001,35.87006583,137.9351536,伊那大萱,,,,
37,10001,34.79493528,134.6283581,姫路広畑,,,,
38,10001,35.53482444,139.7419386,川崎田町,,,,
39,10001,34.73724667,135.4954206,新大阪宮原,,,,
40,10001,35.55554333,139.4488014,町田本町田,,,,
41,10001,34.54724833,136.5343853,松阪梅村通り,,,,
42,10001,35.76612722,139.7317936,東十条３丁目,,,,
43,10001,40.52489833,141.4502631,八食センター,,,,
44,10001,35.77414556,139.6659219,板橋徳丸一丁目,,,,
45,10001,35.77043056,139.8307906,足立東綾瀬公園,,,,
46,10001,35.70369278,139.9053261,江戸川篠崎町六丁目,,,,
47,10001,40.80090611,140.4503194,五所川原エルム本通り,,,,
48,10001,35.68424694,139.5005725,府中浅間町,,,,
49,10001,35.59469611,139.7000925,大田上池台四丁目,,,,
50,10001,35.45804139,136.7307289,岐阜折立,,,,
51,10001,34.14453139,133.0426206,大島吉海,,,,
52,10001,39.31505917,140.5687533,横手大町,,,,
53,10001,35.9189925,140.6375519,神栖堀割,,,,
54,10001,35.03879278,138.4956956,清水横砂西町,,,,
55,10001,40.81218389,140.4523464,一ッ谷,,,,
56,10001,35.71248667,139.8758047,江戸川大杉,,,,
57,10001,35.06831583,136.9798417,太子二丁目,,,,
58,10001,35.22369306,136.9117828,西あじま二丁目,,,,
59,10001,34.74959306,137.4079019,豊橋向山町,,,,
60,10001,35.54358444,136.7914006,山県岩佐口,,,,
61,10001,34.07741694,136.1898625,おわせ北インター,,,,
62,10001,36.58224528,138.1838839,長野水沢上庭,,,,
63,10001,36.63283611,138.2700442,須坂インター南,,,,
64,10001,36.61869528,136.6692636,金沢木越,,,,
65,10001,40.186925,140.0119728,能代港入口,,,,
66,10001,34.75163306,137.3804633,豊橋西橋良,,,,
67,10001,34.61751222,133.8086436,マスカット球場前,,,,
68,10001,36.6967575,137.1015978,射水太閤山,,,,
69,10001,34.77239444,137.9947625,掛川鳥居町,,,,
70,10001,36.40053278,136.4575197,小松日の出,,,,
71,10001,35.7437175,137.9194239,駒ヶ根北原,,,,
72,10001,33.58949333,133.5782286,高知一宮東町,,,,
73,10001,34.78249139,135.4011933,伊丹警察前,,,,
74,10001,35.72982306,140.1810736,臼井駅ビル,,,,
75,10001,36.49851861,136.5408111,白山柏野バイパス,,,,
76,10001,35.05839306,136.7214258,名四桑名長島町,,,,
77,10001,35.59956583,139.2121617,相模原若柳,,,,
78,10001,35.78556833,139.7067592,赤羽北二丁目,,,,
79,10001,35.02333194,135.4948833,亀岡本梅町,,,,
80,10001,36.73200889,137.0197128,緑の丘公園前,,,,
81,10001,36.53842778,136.6827158,金沢涌波三丁目,,,,
82,10001,33.53284444,130.4121119,福岡屋形原三丁目,,,,
83,10001,35.00356417,135.6992281,四条通梅津,,,,
84,10001,35.728985,139.4879114,小平あかしあ通り,,,,
85,10001,36.56270778,136.608405,古府南,,,,
86,10001,35.3081225,136.7878106,一宮八幡,,,,
87,10001,38.49902306,140.8634361,宮城大衡,,,,
88,10001,39.70605667,140.0852064,秋田勝平,,,,
89,10001,33.93927944,133.3338964,新居浜船木,,,,
90,10001,36.27016972,138.4757814,佐久岩村田,,,,
91,10001,36.56145917,136.6531022,金沢片町２丁目,,,,
92,10001,35.09119444,137.0319028,東郷町新池,,,,
93,10001,36.53274611,136.5868256,野々市郷町,,,,
94,10001,35.11859972,136.9527919,瑞穂弥富通四丁目,,,,
95,10001,34.58848194,133.7551906,倉敷沖,,,,
96,10001,35.37562889,136.5860289,大垣熊野町,,,,
97,10001,35.26204056,136.9587192,春日井大手田酉,,,,
98,10001,38.3014725,140.9062031,仙台松森,,,,
99,10001,35.69514694,139.7006967,歌舞伎町,,,,
100,10001,33.50634139,133.5441753,高知瀬戸南,,,,
101,10001,35.25691139,137.0400353,守山上志段味,,,,
102,10001,34.94864472,135.7425719,千本赤池,,,,
103,10001,35.72780556,139.5006947,小平天神町一丁目,,,,
104,10001,40.60676028,141.3031942,六戸町,,,,
105,10001,35.69263833,139.5891542,三鷹台駅北,,,,
106,10001,35.63549639,139.6396983,弦巻５丁目,,,,
107,10001,34.97607194,136.6418356,四日市午起,,,,
108,10001,34.81001167,134.6751508,姫路亀山,,,,
109,10001,35.66915083,139.64977,明大前北,,,,
110,10001,36.75432472,137.0274856,高岡市役所前,,,,
111,10001,35.39287083,136.6998356,新穂積,,,,
112,10001,36.61828361,136.6395239,金沢大河端町,,,,
113,10001,39.22999667,140.5231478,横手十文字,,,,
114,10001,35.16243556,136.8575128,千成西,,,,
115,10001,35.49917417,139.6508511,西寺尾,,,,
116,10001,34.79638778,137.1252472,西幡豆町,,,,
117,10001,35.22581861,136.9195475,楠一丁目,,,,
118,10001,35.16361861,136.986935,さくらが丘,,,,
119,10001,35.80537083,137.2444492,下呂市役所前,,,,
120,10001,34.81424833,137.778825,浜北新原本村,,,,
121,10001,35.19668167,136.8749508,名西枇杷島,,,,
122,10001,35.077365,136.7867436,飛島竹之郷,,,,
123,10001,33.50372972,133.54065,高知長浜,,,,
124,10001,35.7053125,139.6679019,中野南口,,,,
125,10001,40.49435,141.4372783,八戸八幡,,,,
126,10001,35.45119083,139.638105,横浜万国橋,,,,
127,10001,33.27631139,132.5401231,宇和島吉田魚棚,,,,
128,10001,35.17428417,136.8968681,ミニ鶴舞丸の内駅,,,,
129,10001,35.31312889,136.6766872,羽島平方,,,,
130,10001,35.06272194,137.0067403,豊明二村台,,,,
131,10001,35.02309778,136.9587817,大府追分,,,,
132,10001,40.21508222,140.0253414,能代大町,,,,
133,10001,34.66604861,134.9621856,西明石駅前,,,,
134,10001,34.86063694,135.6757378,アクアくずは,,,,
135,10001,34.67782333,137.7325117,浜松白羽町,,,,
136,10001,34.62998028,135.6326786,八尾東町,,,,
137,10001,35.66138167,139.7518858,御成門,,,,
138,10001,35.70628861,139.9033664,篠崎駅前,,,,
139,10001,35.66989806,139.8195222,東陽４丁目,,,,
140,10001,35.65673778,139.7042619,渋谷３丁目,,,,
141,10001,34.53689889,135.5810111,羽曳野埴生野,,,,
142,10001,35.71920722,139.8572714,葛飾たつみ橋,,,,
143,10001,35.40221278,136.8865158,各務原三ツ池二丁目,,,,
144,10001,34.79780333,137.04955,吉良,,,,
145,10001,39.30207,140.5401872,横手赤坂,,,,
146,10001,36.50228833,136.6078436,野々市新庄,,,,
147,10001,35.69490806,139.7659894,都営小川町,,,,
148,10001,34.82299222,137.7454294,都田テクノ,,,,
149,10001,34.67038694,135.5041908,難波玉屋町,,,,
150,10001,40.76848806,140.7246681,青森高田,,,,
151,10001,34.04941083,133.0160206,今治衣干一丁目,,,,
152,10001,35.71790361,139.6223325,杉並早稲田通り,,,,
153,10001,35.02925417,135.7515519,堀川今出川,,,,
154,10001,35.10478361,137.0075892,平針試験場南,,,,
155,10001,34.91844139,134.9461703,社町貝原,,,,
156,10001,35.73215528,139.4708253,小平小川町二丁目,,,,
157,10001,34.79544278,137.3644783,小坂井町才ノ木,,,,
158,10001,36.64732,137.2091344,富山黒崎,,,,
159,10001,36.5264,136.6147642,野々市菅原,,,,
160,10001,35.09733111,136.9306836,柵下町,,,,
161,10001,35.22645444,136.2846233,多賀大社駅前,,,,
162,10001,35.3104225,137.3904858,明智,,,,
163,10001,34.57041417,133.7159786,倉敷片島,,,,
164,10001,35.35426083,137.1049758,多治見明和,,,,
165,10001,35.11395472,136.8062533,新港西福田,,,,
166,10001,34.63557083,136.4748817,嬉野中川,,,,
167,10001,34.60413667,135.5487719,平野瓜破,,,,
168,10001,35.03033194,135.9582211,草津野村,,,,
169,10001,35.444015,139.6340306,横浜羽衣町,,,,
170,10001,40.58983611,141.2382819,十和田相坂,,,,
171,10001,34.94840139,138.3502972,静岡丸子六丁目,,,,
172,10001,35.44074222,136.9725683,坂祝町黒岩,,,,
173,10001,35.20242167,137.0227756,尾張旭吉岡町,,,,
174,10001,35.345385,136.6068375,本今,,,,
175,10001,35.1502025,136.9224794,荒畑,,,,
176,10001,34.78355083,137.7798406,中条,,,,
177,10001,35.16594611,136.91465,栄瓦町,,,,
178,10001,34.77328306,137.9866611,掛川大池,,,,
179,10001,36.65828167,137.2140719,富山上袋,,,,
180,10001,35.34633278,136.7237667,羽島足近,,,,
181,10001,35.21004556,136.9551039,守山二城,,,,
182,10001,35.10252361,136.8676692,港砂美町,,,,
183,10001,34.91260694,137.1681886,岡崎上地,,,,
184,10001,35.06289083,137.0138717,豊明西川,,,,
185,10001,35.01656417,138.4453225,清水長崎,,,,
186,10001,34.68620333,135.5025067,大阪瓦町,,,,
187,10001,34.73689333,135.5838503,門真新橋,,,,
188,10001,38.38200917,141.0671981,松島高城,,,,
189,10001,38.30667389,140.2994433,山形中野,,,,
190,10001,37.97361,140.0641983,川西時田,,,,
191,10001,34.52334583,133.7533178,倉敷中畝,,,,
192,10001,34.72509139,133.6435289,総社美袋,,,,
193,10001,40.53571667,141.4718336,八戸下長,,,,
194,10001,34.22008778,135.2136622,和歌山井辺,,,,
195,10001,36.63896056,136.9450369,砺波永福町,,,,
196,10001,36.81523056,137.4028919,魚津本江西,,,,
197,10001,35.43902083,136.7601581,岐阜栄新町,,,,
198,10001,35.18686306,136.9815556,千種宮根台,,,,
199,10001,35.21533639,137.0501564,尾張旭三郷,,,,
200,10001,35.19823944,137.0666033,瀬戸駒前町,,,,
201,10001,34.87706278,137.0535094,西尾伊藤町,,,,
202,10001,35.13742333,138.8053633,沼津おおの,,,,
203,10001,34.84824278,138.3239172,焼津小川港,,,,
204,10001,34.36999389,135.2672067,泉南樽井北,,,,
205,10001,34.594675,133.7614597,倉敷老松町,,,,
206,10001,35.63697889,139.6548817,弦巻１丁目,,,,
207,10001,35.66814167,139.8717625,葛西共栄橋,,,,
208,10001,36.51477139,136.5760047,白山三浦町,,,,
209,10001,33.52496889,130.4798725,大野城駅前,,,,
210,10001,39.94626972,140.1143942,秋田五城目,,,,
211,10001,34.406985,135.3194783,泉佐野市場西,,,,
212,10001,34.62228778,135.7652039,大和小泉駅前,,,,
213,10001,33.96726111,132.7792922,北条バイパス,,,,
214,10001,35.19836861,136.9740933,守山小幡常燈,,,,
215,10001,35.03833056,138.4828689,清水にしくぼ,,,,
216,10001,34.70146861,135.5022136,梅田曽根崎東,,,,
217,10001,35.75937444,139.6890236,ときわ台北口,,,,
218,10001,35.70957639,139.9009872,江戸川上篠崎,,,,
219,10001,35.75053111,139.5845578,東大泉四丁目,,,,
220,10001,39.76935111,140.0849678,秋田飯島中央,,,,
221,10001,40.47608167,141.4797072,八戸是川笹子,,,,
222,10001,36.70207528,137.2419617,ミニ富山田中町,,,,
223,10001,36.74559972,137.042685,ミニ高岡蓮花寺,,,,
224,10001,35.03237194,135.9822111,栗東工業団地前,,,,
225,10001,40.65403444,141.375335,おいらせ木ノ下,,,,
226,10001,34.73390639,137.6598556,浜松湖東高校前,,,,
227,10001,38.26250333,140.8769894,仙台中央二丁目,,,,
228,10001,35.66982861,139.7411531,赤坂ＡＴＴ新館,,,,
229,10001,35.7787575,139.8161581,足立環七一ツ家,,,,
230,10001,40.60271083,141.4303456,おいらせ上前田,,,,
231,10001,40.665105,141.3673256,おいらせ緑ヶ丘,,,,
232,10001,40.49987639,141.5222736,八戸新井田重地,,,,
233,10001,35.34257944,137.1116528,多治見宝町七丁目,,,,
234,10001,35.00227361,138.4031503,静岡千代田七丁目,,,,
235,10001,35.48685806,139.6564328,横浜子安通三丁目,,,,
236,10001,35.48069833,139.6005386,横浜保土ヶ谷峰沢町,,,,
237,10001,35.33441306,136.6753811,安八森部,,,,
238,10001,37.08597194,136.9253261,七尾和倉,,,,
239,10001,35.0499225,137.1620628,明和,,,,
240,10001,35.14304917,136.9050656,熱田金山東,,,,
241,10001,35.21177972,136.9354503,守山瀬古一丁目,,,,
242,10001,34.91407806,136.959955,半田阿原町,,,,
243,10001,33.81776583,132.7259536,松山余戸,,,,
244,10001,40.61077167,140.5019783,弘前境関,,,,
245,10001,34.76276944,138.0914133,菊川駅東,,,,
246,10001,34.95157528,136.9912897,高浜新田,,,,
247,10001,34.75904861,137.9186086,袋井久能,,,,
248,10001,41.19321917,140.4375367,外ケ浜三厩,,,,
249,10001,38.30685694,140.1565206,山形朝日町,,,,
250,10001,34.78078556,135.6195017,寝屋川マルハン,,,,
251,10001,34.57425528,133.7686736,倉敷笹沖西,,,,
252,10001,35.22218,136.9214886,中あじま三丁目,,,,
253,10001,34.79023333,135.3902531,伊丹中野東,,,,
254,10001,39.28340444,141.11214,北上中央,,,,
255,10001,37.026245,136.9417797,七尾細口,,,,
256,10001,35.50157861,139.5610611,竹山団地,,,,
257,10001,40.47668472,141.5764339,階上蒼前,,,,
258,10001,42.83812611,141.6382172,千歳中央大通,,,,
259,10001,40.80082083,140.4345425,五所川原大橋,,,,
260,10001,35.19743639,136.9114883,黒川,,,,
261,10001,34.68117917,135.5443858,緑橋,,,,
262,10001,40.51866472,141.4895983,八戸城下,,,,
263,10001,34.68745972,136.5036967,津潮見ヶ丘,,,,
264,10001,33.87572306,132.7409103,松山安城寺,,,,
265,10001,40.53457361,141.4800044,八戸河原木,,,,
266,10001,35.78524528,139.6988792,北区浮間三丁目,,,,
267,10001,34.49592083,135.5436039,狭山今熊,,,,
268,10001,35.59384556,139.3607514,相模原宮下３丁目,,,,
269,10001,39.84313111,140.0215797,天王出戸,,,,
270,10001,35.73329417,139.883705,小岩サンロード,,,,
271,10001,35.21985,136.8306797,清洲西市場,,,,
272,10001,35.51967833,139.5719133,都筑梅田橋,,,,
273,10001,34.69525361,134.0971892,長船土師,,,,
274,10001,36.555505,136.6065794,金沢新保本,,,,
275,10001,35.20427056,136.9891872,守山喜多山,,,,
276,10001,35.17260583,136.7326067,津島橘町,,,,
277,10001,34.94951167,136.8584294,知多新広見,,,,
278,10001,34.72646111,134.0539897,岡山瀬戸江尻,,,,
279,10001,35.16037083,136.8706831,黄金通四丁目,,,,
280,10001,35.16038667,136.7206239,愛西内佐屋町,,,,
281,10001,34.57489,135.4785875,堺市之町東,,,,
282,10001,36.66645222,138.2275103,長野吉田四丁目,,,,
283,10001,35.53753806,139.7470019,川崎殿町,,,,
284,10001,40.54364056,141.4624144,八戸高館,,,,
285,10001,35.36151806,136.4677178,関ケ原西町,,,,
286,10001,34.08636389,134.5381892,徳島南田宮,,,,
287,10001,33.54642361,133.5398406,高知北竹島,,,,
288,10001,35.16304639,136.9315664,今池３丁目,,,,
289,10001,35.68827278,139.6807911,渋谷本町３丁目,,,,
290,10001,35.66181583,139.6075067,世田谷粕谷,,,,
291,10001,34.85956694,136.9080942,武豊長宗,,,,
292,10001,35.30527667,136.7824994,一宮三味北,,,,
293,10001,34.8197475,137.9075139,森町円田,,,,
294,10001,40.86933389,141.3578286,六ヶ所平沼,,,,
295,10001,40.63054806,140.4886269,弘前大久保,,,,
296,10001,35.58283778,139.47979,町田鶴川駅北,,,,
297,10001,35.49830111,139.4709039,横浜町田マルハン,,,,
298,10001,35.54484472,139.4510392,原町田五丁目,,,,
299,10001,34.94934694,138.3477339,静岡北丸子一丁目,,,,
300,10001,35.19675917,136.9295269,地下鉄平安通,,,,
301,10001,35.76784278,139.8096233,足立五反野,,,,
302,10001,35.13904028,136.8707186,中川太平通二丁目,,,,
303,10001,34.0606425,132.9214581,大西脇,,,,
304,10001,34.64785528,135.6359853,東大阪横小路,,,,
305,10001,39.56494583,140.3352842,大仙協和,,,,
306,10001,35.64509833,139.3522828,北野駅南口,,,,
307,10001,39.40786306,141.0710578,花巻鍋倉,,,,
308,10001,35.72522722,139.6439972,都立家政,,,,
309,10001,35.73726694,139.7465497,駒込駅北,,,,
310,10001,33.24002056,132.5684472,宇和島伊吹町,,,,
311,10001,35.66962139,139.7545525,日比谷セントラル,,,,
312,10001,36.58825972,136.6326181,金沢中央市場,,,,
313,10001,34.55443111,133.9998678,玉野東児,,,,
314,10001,35.70064861,137.3801917,恵那加子母,,,,
315,10001,35.44371222,137.0136269,美濃加茂太田南,,,,
316,10001,34.51501194,136.7256186,いせ大湊,,,,
317,10001,34.07019861,136.1874589,おわせ総合病院前,,,,
318,10001,35.16834556,136.9394058,千種今池五丁目,,,,
319,10001,35.69846306,139.6970111,北新宿,,,,
320,10001,35.65119111,139.6850714,池尻大橋,,,,
321,10001,36.39797417,136.4424894,小松向本折,,,,
322,10001,35.56700167,139.3558608,相模原横山台,,,,
323,10001,35.42141417,139.4795211,横浜上飯田団地,,,,
324,10001,34.81127833,137.3741858,豊川寿通,,,,
325,10001,34.75388167,137.4111069,豊橋東三ノ輪,,,,
326,10001,34.98396222,136.9819011,刈谷司町,,,,
327,10001,35.53717194,139.7296836,川崎中瀬,,,,
328,10001,34.13264167,134.5831536,松茂笹木野,,,,
